ko00010	Carbohydrate metabolism
ko00020	Carbohydrate metabolism
ko00030	Carbohydrate metabolism
ko00040	Carbohydrate metabolism
ko00051	Carbohydrate metabolism
ko00052	Carbohydrate metabolism
ko00053	Carbohydrate metabolism
ko00500	Carbohydrate metabolism
ko00520	Carbohydrate metabolism
ko00620	Carbohydrate metabolism
ko00630	Carbohydrate metabolism
ko00640	Carbohydrate metabolism
ko00650	Carbohydrate metabolism
ko00660	Carbohydrate metabolism
ko00562	Carbohydrate metabolism
ko00190	Energy metabolism
ko00195	Energy metabolism
ko00196	Energy metabolism
ko00710	Energy metabolism
ko00720	Energy metabolism
ko00680	Energy metabolism
ko00910	Energy metabolism
ko00920	Energy metabolism
ko00061	Lipid metabolism
ko00062	Lipid metabolism
ko00071	Lipid metabolism
ko00072	Lipid metabolism
ko00073	Lipid metabolism
ko00100	Lipid metabolism
ko00120	Lipid metabolism
ko00121	Lipid metabolism
ko00140	Lipid metabolism
ko00561	Lipid metabolism
ko00564	Lipid metabolism
ko00565	Lipid metabolism
ko00600	Lipid metabolism
ko00590	Lipid metabolism
ko00591	Lipid metabolism
ko00592	Lipid metabolism
ko01040	Lipid metabolism
ko00230	Nucleotide metabolism
ko00240	Nucleotide metabolism
ko00250	Amino acid metabolism
ko00260	Amino acid metabolism
ko00270	Amino acid metabolism
ko00280	Amino acid metabolism
ko00290	Amino acid metabolism
ko00300	Amino acid metabolism
ko00310	Amino acid metabolism
ko00220	Amino acid metabolism
ko00330	Amino acid metabolism
ko00340	Amino acid metabolism
ko00350	Amino acid metabolism
ko00360	Amino acid metabolism
ko00380	Amino acid metabolism
ko00400	Amino acid metabolism
ko00410	Metabolism of other amino acids
ko00430	Metabolism of other amino acids
ko00440	Metabolism of other amino acids
ko00450	Metabolism of other amino acids
ko00460	Metabolism of other amino acids
ko00471	Metabolism of other amino acids
ko00472	Metabolism of other amino acids
ko00473	Metabolism of other amino acids
ko00480	Metabolism of other amino acids
ko00510	Glycan biosynthesis and metabolism
ko00513	Glycan biosynthesis and metabolism
ko00512	Glycan biosynthesis and metabolism
ko00515	Glycan biosynthesis and metabolism
ko00514	Glycan biosynthesis and metabolism
ko00532	Glycan biosynthesis and metabolism
ko00534	Glycan biosynthesis and metabolism
ko00533	Glycan biosynthesis and metabolism
ko00531	Glycan biosynthesis and metabolism
ko00563	Glycan biosynthesis and metabolism
ko00601	Glycan biosynthesis and metabolism
ko00603	Glycan biosynthesis and metabolism
ko00604	Glycan biosynthesis and metabolism
ko00540	Glycan biosynthesis and metabolism
ko00550	Glycan biosynthesis and metabolism
ko00511	Glycan biosynthesis and metabolism
ko00571	Glycan biosynthesis and metabolism
ko00572	Glycan biosynthesis and metabolism
ko00730	Metabolism of cofactors and vitamins
ko00740	Metabolism of cofactors and vitamins
ko00750	Metabolism of cofactors and vitamins
ko00760	Metabolism of cofactors and vitamins
ko00770	Metabolism of cofactors and vitamins
ko00780	Metabolism of cofactors and vitamins
ko00785	Metabolism of cofactors and vitamins
ko00790	Metabolism of cofactors and vitamins
ko00670	Metabolism of cofactors and vitamins
ko00830	Metabolism of cofactors and vitamins
ko00860	Metabolism of cofactors and vitamins
ko00130	Metabolism of cofactors and vitamins
ko00900	Metabolism of terpenoids and polyketides
ko00902	Metabolism of terpenoids and polyketides
ko00909	Metabolism of terpenoids and polyketides
ko00904	Metabolism of terpenoids and polyketides
ko00906	Metabolism of terpenoids and polyketides
ko00905	Metabolism of terpenoids and polyketides
ko00981	Metabolism of terpenoids and polyketides
ko00908	Metabolism of terpenoids and polyketides
ko00903	Metabolism of terpenoids and polyketides
ko00281	Metabolism of terpenoids and polyketides
ko01052	Metabolism of terpenoids and polyketides
ko00522	Metabolism of terpenoids and polyketides
ko01051	Metabolism of terpenoids and polyketides
ko01059	Metabolism of terpenoids and polyketides
ko01056	Metabolism of terpenoids and polyketides
ko01057	Metabolism of terpenoids and polyketides
ko00253	Metabolism of terpenoids and polyketides
ko00523	Metabolism of terpenoids and polyketides
ko01054	Metabolism of terpenoids and polyketides
ko01053	Metabolism of terpenoids and polyketides
ko01055	Metabolism of terpenoids and polyketides
ko00940	Biosynthesis of other secondary metabolites
ko00945	Biosynthesis of other secondary metabolites
ko00941	Biosynthesis of other secondary metabolites
ko00944	Biosynthesis of other secondary metabolites
ko00942	Biosynthesis of other secondary metabolites
ko00943	Biosynthesis of other secondary metabolites
ko00901	Biosynthesis of other secondary metabolites
ko00403	Biosynthesis of other secondary metabolites
ko00950	Biosynthesis of other secondary metabolites
ko00960	Biosynthesis of other secondary metabolites
ko01058	Biosynthesis of other secondary metabolites
ko00232	Biosynthesis of other secondary metabolites
ko00965	Biosynthesis of other secondary metabolites
ko00966	Biosynthesis of other secondary metabolites
ko00402	Biosynthesis of other secondary metabolites
ko00311	Biosynthesis of other secondary metabolites
ko00332	Biosynthesis of other secondary metabolites
ko00261	Biosynthesis of other secondary metabolites
ko00331	Biosynthesis of other secondary metabolites
ko00521	Biosynthesis of other secondary metabolites
ko00524	Biosynthesis of other secondary metabolites
ko00525	Biosynthesis of other secondary metabolites
ko00401	Biosynthesis of other secondary metabolites
ko00404	Biosynthesis of other secondary metabolites
ko00405	Biosynthesis of other secondary metabolites
ko00333	Biosynthesis of other secondary metabolites
ko00254	Biosynthesis of other secondary metabolites
ko00999	Biosynthesis of other secondary metabolites
ko00998	Biosynthesis of other secondary metabolites
ko00997	Biosynthesis of other secondary metabolites
ko00362	Xenobiotics biodegradation and metabolism
ko00627	Xenobiotics biodegradation and metabolism
ko00364	Xenobiotics biodegradation and metabolism
ko00625	Xenobiotics biodegradation and metabolism
ko00361	Xenobiotics biodegradation and metabolism
ko00623	Xenobiotics biodegradation and metabolism
ko00622	Xenobiotics biodegradation and metabolism
ko00633	Xenobiotics biodegradation and metabolism
ko00642	Xenobiotics biodegradation and metabolism
ko00643	Xenobiotics biodegradation and metabolism
ko00791	Xenobiotics biodegradation and metabolism
ko00930	Xenobiotics biodegradation and metabolism
ko00363	Xenobiotics biodegradation and metabolism
ko00621	Xenobiotics biodegradation and metabolism
ko00626	Xenobiotics biodegradation and metabolism
ko00624	Xenobiotics biodegradation and metabolism
ko00365	Xenobiotics biodegradation and metabolism
ko00984	Xenobiotics biodegradation and metabolism
ko00980	Xenobiotics biodegradation and metabolism
ko00982	Xenobiotics biodegradation and metabolism
ko00983	Xenobiotics biodegradation and metabolism
ko03020	Transcription
ko03022	Transcription
ko03040	Transcription
ko03010	Translation
ko00970	Translation
ko03013	Translation
ko03015	Translation
ko03008	Translation
ko03060	"Folding, sorting and degradation"
ko04141	"Folding, sorting and degradation"
ko04130	"Folding, sorting and degradation"
ko04120	"Folding, sorting and degradation"
ko04122	"Folding, sorting and degradation"
ko03050	"Folding, sorting and degradation"
ko03018	"Folding, sorting and degradation"
ko03030	Replication and repair
ko03410	Replication and repair
ko03420	Replication and repair
ko03430	Replication and repair
ko03440	Replication and repair
ko03450	Replication and repair
ko03460	Replication and repair
ko02010	Membrane transport
ko02060	Membrane transport
ko03070	Membrane transport
ko02020	Signal transduction
ko04010	Signal transduction
ko04013	Signal transduction
ko04016	Signal transduction
ko04011	Signal transduction
ko04012	Signal transduction
ko04014	Signal transduction
ko04015	Signal transduction
ko04310	Signal transduction
ko04330	Signal transduction
ko04340	Signal transduction
ko04341	Signal transduction
ko04350	Signal transduction
ko04390	Signal transduction
ko04391	Signal transduction
ko04392	Signal transduction
ko04370	Signal transduction
ko04371	Signal transduction
ko04630	Signal transduction
ko04064	Signal transduction
ko04668	Signal transduction
ko04066	Signal transduction
ko04068	Signal transduction
ko04020	Signal transduction
ko04070	Signal transduction
ko04072	Signal transduction
ko04071	Signal transduction
ko04024	Signal transduction
ko04022	Signal transduction
ko04151	Signal transduction
ko04152	Signal transduction
ko04150	Signal transduction
ko04075	Signal transduction
ko04080	Signaling molecules and interaction
ko04060	Signaling molecules and interaction
ko04061	Signaling molecules and interaction
ko04512	Signaling molecules and interaction
ko04514	Signaling molecules and interaction
ko04144	Transport and catabolism
ko04145	Transport and catabolism
ko04142	Transport and catabolism
ko04146	Transport and catabolism
ko04140	Transport and catabolism
ko04138	Transport and catabolism
ko04136	Transport and catabolism
ko04137	Transport and catabolism
ko04139	Transport and catabolism
ko04110	Cell growth and death
ko04111	Cell growth and death
ko04112	Cell growth and death
ko04113	Cell growth and death
ko04114	Cell growth and death
ko04210	Cell growth and death
ko04214	Cell growth and death
ko04215	Cell growth and death
ko04216	Cell growth and death
ko04217	Cell growth and death
ko04115	Cell growth and death
ko04218	Cell growth and death
ko02024	Cellular community - prokaryotes
ko05111	Cellular community - prokaryotes
ko02025	Cellular community - prokaryotes
ko02026	Cellular community - prokaryotes
ko02030	Cell motility
ko02040	Cell motility
ko04810	Cell motility
ko04640	Immune system
ko04610	Immune system
ko04611	Immune system
ko04620	Immune system
ko04624	Immune system
ko04621	Immune system
ko04622	Immune system
ko04623	Immune system
ko04625	Immune system
ko04650	Immune system
ko04612	Immune system
ko04660	Immune system
ko04658	Immune system
ko04659	Immune system
ko04657	Immune system
ko04662	Immune system
ko04664	Immune system
ko04666	Immune system
ko04670	Immune system
ko04672	Immune system
ko04062	Immune system
ko04911	Endocrine system
ko04910	Endocrine system
ko04922	Endocrine system
ko04923	Endocrine system
ko04920	Endocrine system
ko03320	Endocrine system
ko04929	Endocrine system
ko04912	Endocrine system
ko04913	Endocrine system
ko04915	Endocrine system
ko04914	Endocrine system
ko04917	Endocrine system
ko04921	Endocrine system
ko04926	Endocrine system
ko04935	Endocrine system
ko04918	Endocrine system
ko04919	Endocrine system
ko04928	Endocrine system
ko04916	Endocrine system
ko04924	Endocrine system
ko04614	Endocrine system
ko04925	Endocrine system
ko04927	Endocrine system
ko04260	Circulatory system
ko04261	Circulatory system
ko04270	Circulatory system
ko04970	Digestive system
ko04971	Digestive system
ko04972	Digestive system
ko04976	Digestive system
ko04973	Digestive system
ko04974	Digestive system
ko04975	Digestive system
ko04979	Digestive system
ko04977	Digestive system
ko04978	Digestive system
ko04962	Excretory system
ko04960	Excretory system
ko04961	Excretory system
ko04964	Excretory system
ko04966	Excretory system
ko04724	Nervous system
ko04727	Nervous system
ko04725	Nervous system
ko04728	Nervous system
ko04726	Nervous system
ko04720	Nervous system
ko04730	Nervous system
ko04723	Nervous system
ko04721	Nervous system
ko04722	Nervous system
ko04744	Sensory system
ko04745	Sensory system
ko04740	Sensory system
ko04742	Sensory system
ko04750	Sensory system
ko04320	Development and regeneration
ko04360	Development and regeneration
ko04361	Development and regeneration
ko04380	Development and regeneration
ko04211	Aging
ko04212	Aging
ko04213	Aging
ko04710	Environmental adaptation
ko04713	Environmental adaptation
ko04711	Environmental adaptation
ko04712	Environmental adaptation
ko04714	Environmental adaptation
ko04626	Environmental adaptation
ko05200	Cancer: overview
ko05202	Cancer: overview
ko05206	Cancer: overview
ko05205	Cancer: overview
ko05204	Cancer: overview
ko05203	Cancer: overview
ko05230	Cancer: overview
ko05231	Cancer: overview
ko05235	Cancer: overview
ko05210	Cancer: specific types
ko05212	Cancer: specific types
ko05225	Cancer: specific types
ko05226	Cancer: specific types
ko05214	Cancer: specific types
ko05216	Cancer: specific types
ko05221	Cancer: specific types
ko05220	Cancer: specific types
ko05217	Cancer: specific types
ko05218	Cancer: specific types
ko05211	Cancer: specific types
ko05219	Cancer: specific types
ko05215	Cancer: specific types
ko05213	Cancer: specific types
ko05224	Cancer: specific types
ko05222	Cancer: specific types
ko05223	Cancer: specific types
ko05310	Immune disease
ko05322	Immune disease
ko05323	Immune disease
ko05320	Immune disease
ko05321	Immune disease
ko05330	Immune disease
ko05332	Immune disease
ko05340	Immune disease
ko05010	Neurodegenerative disease
ko05012	Neurodegenerative disease
ko05014	Neurodegenerative disease
ko05016	Neurodegenerative disease
ko05017	Neurodegenerative disease
ko05020	Neurodegenerative disease
ko05030	Substance dependence
ko05031	Substance dependence
ko05032	Substance dependence
ko05033	Substance dependence
ko05034	Substance dependence
ko05418	Cardiovascular disease
ko05410	Cardiovascular disease
ko05412	Cardiovascular disease
ko05414	Cardiovascular disease
ko05416	Cardiovascular disease
ko04930	Endocrine and metabolic disease
ko04940	Endocrine and metabolic disease
ko04950	Endocrine and metabolic disease
ko04932	Endocrine and metabolic disease
ko04931	Endocrine and metabolic disease
ko04933	Endocrine and metabolic disease
ko04934	Endocrine and metabolic disease
ko05110	Infectious disease: bacterial
ko05120	Infectious disease: bacterial
ko05130	Infectious disease: bacterial
ko05132	Infectious disease: bacterial
ko05131	Infectious disease: bacterial
ko05135	Infectious disease: bacterial
ko05133	Infectious disease: bacterial
ko05134	Infectious disease: bacterial
ko05150	Infectious disease: bacterial
ko05152	Infectious disease: bacterial
ko05100	Infectious disease: bacterial
ko05166	Infectious disease: viral
ko05170	Infectious disease: viral
ko05162	Infectious disease: viral
ko05164	Infectious disease: viral
ko05161	Infectious disease: viral
ko05160	Infectious disease: viral
ko05168	Infectious disease: viral
ko05163	Infectious disease: viral
ko05167	Infectious disease: viral
ko05169	Infectious disease: viral
ko05165	Infectious disease: viral
ko05146	Infectious disease: parasitic
ko05144	Infectious disease: parasitic
ko05145	Infectious disease: parasitic
ko05140	Infectious disease: parasitic
ko05142	Infectious disease: parasitic
ko05143	Infectious disease: parasitic
ko01501	Drug resistance: antimicrobial
ko01502	Drug resistance: antimicrobial
ko01503	Drug resistance: antimicrobial
ko01521	Drug resistance: antineoplastic
ko01524	Drug resistance: antineoplastic
ko01523	Drug resistance: antineoplastic
ko01522	Drug resistance: antineoplastic
ko01001	Protein families: metabolism
ko01009	Protein families: metabolism
ko01002	Protein families: metabolism
ko01003	Protein families: metabolism
ko01005	Protein families: metabolism
ko01011	Protein families: metabolism
ko01004	Protein families: metabolism
ko01008	Protein families: metabolism
ko01006	Protein families: metabolism
ko01007	Protein families: metabolism
ko00199	Protein families: metabolism
ko00194	Protein families: metabolism
ko03000	Protein families: genetic information processing
ko03021	Protein families: genetic information processing
ko03019	Protein families: genetic information processing
ko03041	Protein families: genetic information processing
ko03011	Protein families: genetic information processing
ko03009	Protein families: genetic information processing
ko03016	Protein families: genetic information processing
ko03012	Protein families: genetic information processing
ko03110	Protein families: genetic information processing
ko04131	Protein families: genetic information processing
ko04121	Protein families: genetic information processing
ko03051	Protein families: genetic information processing
ko03032	Protein families: genetic information processing
ko03036	Protein families: genetic information processing
ko03400	Protein families: genetic information processing
ko03029	Protein families: genetic information processing
ko02000	Protein families: signaling and cellular processes
ko02044	Protein families: signaling and cellular processes
ko02042	Protein families: signaling and cellular processes
ko02022	Protein families: signaling and cellular processes
ko02035	Protein families: signaling and cellular processes
ko04812	Protein families: signaling and cellular processes
ko04147	Protein families: signaling and cellular processes
ko02048	Protein families: signaling and cellular processes
ko04030	Protein families: signaling and cellular processes
ko04050	Protein families: signaling and cellular processes
ko04054	Protein families: signaling and cellular processes
ko03310	Protein families: signaling and cellular processes
ko04040	Protein families: signaling and cellular processes
ko04031	Protein families: signaling and cellular processes
ko04052	Protein families: signaling and cellular processes
ko04515	Protein families: signaling and cellular processes
ko04090	Protein families: signaling and cellular processes
ko00535	Protein families: signaling and cellular processes
ko00536	Protein families: signaling and cellular processes
ko00537	Protein families: signaling and cellular processes
ko04091	Protein families: signaling and cellular processes
ko01504	Protein families: signaling and cellular processes
ko03200	Protein families: signaling and cellular processes
ko03100	RNA family