sequence	16S_rRNA_Count	metadata_NSTI
8227c7bbef71c265dadd57ad3c51fd12	1	0.274401
826b7c3c5ee5a4c48d89f3042b67d4a2	1	0.029460000000000004
82dd7fa93d8972829c5c7137416f9b2e	10	6.076357
836be0e112c941cc135163482d78de44	2	0.116374
8397c4a762534a024eca997555699e1b	1	0.06753200000000001
83ab493daf271d64467adea6006914d0	1	0.536961
8436ebc964ff1d924b25febb74d709c8	1	0.519155
8456786ff551bbc78ec763f011b88b89	1	0.165653
8535972a62604defb47b5bd511e2f8ee	1	0.237992
856aa1e5a457ef5b62c6f1dcfc35cdd0	1	0.16048900000000002
868e0165fe32a8925b7f20afa5e1dbfc	1	0.054166
86f63e39a4dcc396cb0e3426c1581ec7	1	0.09261799999999999
870b966a0883d385cc94811f3aa203bf	1	0.20289000000000001
87a1c9af8d96350caa3ef6123a62d22a	1	0.295385
87a8619395aeb9df862f65830a1f599b	1	0.22426100000000002
87d963f32e90ea150761b99a2c6a01a6	1	0.16401
880be4cc5c758f86bf6e4df2118575a6	1	0.246825
885c2e25906db72af16e2901b5aff5a7	1	0.11981099999999999
88a0fe73ab9b909a4c5a2ba0ac94ed5a	1	0.277253
88bf84718d57511ec5100976bbdcf65f	1	0.03821
88d23204e93d522f83bf0e8b3c264b2a	1	0.6280680000000001
892ee555914f8be1ba64a09d08156815	1	0.570779
8931f272bf7372d878da26f0238f91a7	1	0.21796999999999997
89d397072a79593892357b402f75f1c8	1	0.745082
8a23f4d25122458452a8fdc5b988dfc8	1	0.017079
8a2be83c9724897b972119512337b0ab	1	0.44304
8a8ba7971e0e4cc5ace6075d947eb410	1	0.31440500000000005
8ade708ae50b3e1ba51d4921a2e6f9ca	1	0.199023
8b68d7ac37db3af4c7e4ff1d820fc947	1	0.595327
8c6c5d3f7d542f065f056fc05b1a7f8f	4	0.502972
8c78ab6d2558bcccdfb6767cd7f5e99e	1	0.381615
8ca1e69dc8b2a7af5b9069113c13255d	1	0.376969
8cb4ccd83cb9625c4d095d86751ca598	1	0.044969
8ce12e88f6b59bb09494567f0d678092	1	0.031354
8d703908c09c7cb0da2a4398dd74f9f8	4	0.050676
8da60f36beedf1109ab00ef120e210af	1	0.353554
8dc2f6816d0be45c11a98cd3f58fc58b	1	0.212234
8e175abe6a746b8f33bae9cd7c8192bb	1	0.012242
8e56c99e8e13c966cf944a0dc6ec7208	1	0.21541799999999997
8e630e0ead6c3519a4febdb9db088f2c	1	0.19411199999999998
8f37e04911ceb1da0b8d247cd086241e	1	0.568304
8fa4dfe9e1aaee44c2e7ea7cf2dfee47	2	0.82375
9046adc71cd85ba21d1cd4167fd28539	1	0.5263329999999999
908101f8d81ded3dbc3c3a717192ea17	1	0.12331800000000001
90905bac2023a722b0f8e9f0e2f779f6	2	0.39863200000000004
90a53232ada4a128768b604abf3f647d	1	0.22086799999999998
9147381c372541fbbb06ef4aaefe0e9f	1	1.133742
914c6c0decde68ac84bc23e78eb32710	2	0.208783
915e83f9365a1304c8de2402be8bdca8	2	0.444117
917b42e7601435f06fb75707464f90cd	1	0.44827799999999995
918ccafd4a1673da55ef14243432bf91	1	0.5215380000000001
919d76173023ba0d937e00473b6875b3	1	0.306109
921bb47be7d5224ad6d650ba2e19858f	1	0.297754
9228d96d46cfae0edcbb1fae57b18817	1	0.386732
923063b66d02bbef968455abdc59c2f9	1	0.7017439999999999
92bcb80ce2697f6b8a60ed13c833ae83	2	0.42862
92c5cd0afd58c3148903035ae256049a	1	0.585246
92ec82a6b493a0bd79e12ced552e8d7c	1	0.019452
92ed8b9530f89394ebcb840db1f29305	1	0.364669
92f047f5e503f62d5912aa3e91431883	1	0.689493
934b8e7ffd25af81f6d2835c526dec18	1	0.709087
937b2495e5c8ea8b7fccd4f30f2dc48c	2	0.334493
9392b59d3bd60c070e76c7ec963e1dfc	1	0.058021
9394a6ae7ca6e90bb384bb0df85354f6	1	0.316396
93c855814dd4d6e88a6fc2eaac06e097	1	0.36576
93dbe1a208f7830cd711cca1a25d75c7	1	0.32679400000000003
940c5c7f5d291961c87dd25da8580e29	4	0.00015
942eeeb63e3a0fff5fa27e1a16d93fa0	1	0.268574
947caaffdb51fa77301d954a02f56bdb	1	0.381718
94d5baf00bfbf3d45a2c16c47bb73b65	1	0.426875
94fe820f2ecbd7ef6200d63f00ac6191	4	0.088188
95843491960aca1e8711413e4bbbfcb4	1	0.011048
959a788e6fb7de49607dbd35b4083062	1	0.05385499999999999
95fdd816723ca482a5caba10bea171c8	1	0.000101
9618236214d1b5fc3e5e12d7a8130684	1	0.185283
96261dba10f1f2caa5a5f231ce96da06	1	0.21796999999999997
964ba66895cdcee91b0925319ce72574	1	0.256052
9727aeea1f38302e45e933c7f2a51f31	1	0.06311
9735a8e3a4df48b2ae77a2e9308812f5	2	0.376052
97a476e37be6069c3e34d7b7a12643d1	1	0.372842
97b13048fdcd47731760b7c830c61990	1	0.090365
97e3d256f7d0ccb4daeafc360e89214c	2	0.089986
982cbba03f200cfcb237e55fe8e2cf67	1	0.256323
9858ae3c4bcab15a1a1d586ce7af1256	1	0.047427
98a639c019e49048ffc6027eefefd393	1	0.339067
98c51594fde127c16277f5869a241170	10	2.796508
9933e4b7a95c6670de1391198d782000	1	0.555045
99687874d6cc4a55d546d41c7b162da1	1	0.221146
9972a705def9d2bc29448afd352b22bc	1	0.150286
99deb3c5ecb022ec05609ebd1112a557	1	0.030167000000000003
9a066ede1cf6e897000378f57754bb06	1	0.552262
9a5b7bfb588869af8f8d822efa3805ed	1	0.622838
9ac3ba0ffce474ee875113d6dfe6972f	1	0.374093
9b616406ef1bc532c44d226bd06d0962	1	0.167599
9b6e8a6c37ca10f285087c9901f06bee	1	0.333946
9bb8e799764b5b9e3c0f09cebb96a6c4	1	0.176697
9be79137deae3d1b144b96c452427950	1	0.037556
9c130181cbc4b6d304c6a95c662d1c21	10	5.97503
9c6a54d52c48473657c84c2bf255407e	1	0.021941
9cebf2a1ad067d9a268a85f245744702	1	0.10701300000000001
9d8390c2c4e3ebbbfc7da1fdc8c797b5	2	0.090852
9daadb87ee1092fcea3b43c4faaba3ce	1	0.021721
9e2292c0d63cb1dac6d9ebf1d5c40301	2	0.22272199999999998
9ea61ecc828bc101ec6deb7631e28394	1	0.193406
9f691288a5e9bf213b5fcff300dcefac	1	0.368668
9fad0e97961eaed64ac123e21461a9aa	1	0.10918499999999999
a038a8631ea6d122fd8d4f7aacce7ced	1	0.343927
a03b0a990bb3bee950dfcd6916c71d7c	1	0.9185270000000001
a0987d99ba73e63ed179613367b3166e	1	0.06700700000000001
a104ce06f1cc87ceee89cdddb9ca23bb	1	0.357543
a1b60bbeb789fe53549a240e52adf087	1	0.18381199999999998
a1f43a1c8581870d8727bbfb72748dae	1	0.389909
a253ff336779791665423c6b65dea6a9	1	0.032236
a2920e356af59282aac70ec1f224edbe	1	0.032729
a30697dd9e9f5f6cc44fac2a2869b6e4	1	0.07686799999999999
a338fa1b66a28be822049093449dc9f7	1	0.085333
a3595435c3205f8e0630d087bd0f0f1f	1	0.081183
a3c42c40ccff919fecde3bcd28a45ea6	1	0.928742
a407e41fec2f81fd6a6d42efe2b8b263	1	0.75897
a46c68ade453c5b8cdc418a30ff62c46	4	0.151524
a537d8bab85c83b0e74c73c55790324b	1	0.000101
a5d6195a653b9bf8f9e033830ff95f2a	1	0.860925
a5ec3361147654ec243795401dc077ee	1	0.14842
a69730f61129932c1cf669de37610b2b	1	0.728166
a6cb5e2f6dbf7c59074d8fa7ce0dc537	1	0.5778399999999999
a765495a981deabd2c70f9e666408aa3	1	0.088515
a76cdc8fd27dbf9f9d1e55f67207c31c	1	1.1966510000000001
a7b2ebeb585c5a9437a670f13d3234db	1	0.77066
a7bd24e1bbf65efd91d5325f3600d22f	1	0.331768
a7dbe945b80a0ceb4913b1b6f700f9fe	1	0.277462
a85414d00d7f63d6e200967b1ba7d397	1	0.00015
a93e5ddc25eca21fbfbdb99d40634ca7	1	0.118318
a974163221c5ed0c6dea5bfdc1b8554e	5	0.036832
a9b24370bdb02a8ee91855de7b8b2813	1	0.097825
a9becbeb236e85aaff8734bd7b01c3a4	1	0.338533
a9cfc539515dda4a0bb4a3bd1875cb1d	1	0.22174499999999997
aa0ea80a07b6c1077557aefd7042f227	2	0.00015
aa168e480bee163ccc6d1a8c8d5876e0	2	0.459241
aa8db66f10070ff6005a497214bfacbc	1	0.256267
aa95677b33d6baf3da14dc4bfd5d120e	1	0.209452
ac3791927e5485b6e2d3197190ddb46d	1	0.00015
ad04e17b3cc89710db2990ca1d991a3e	1	0.24822600000000003
ad32c9dcd9d95de541d1a00665de12b3	1	0.011529000000000001
ae1db64f1890c167c58181fd9d66a440	1	0.092967
ae87e9444df0062fd2706a4f3fc228d9	1	0.091022
af1a87e78c1ab6f46c48850f6edd5d77	1	0.402588
af56fa4c7a847e02dc6c4d09f40db6f6	1	0.062606
af7aa0fc0488b52a0b2f03b235837079	1	0.084409
af9a26931196624149639384cfb96e61	1	0.336373
b144fcb50d1ec9352351afcbe739f871	1	0.311481
b1b15376f19c06a68dc13fe7d57cca73	1	0.44068900000000005
b1b735d46eb91601c81f18028b28d118	1	0.487299
b1f9a18ec67ee7033e056fef0de4ba71	1	0.686533
b235b403dc9c51e4b4d5bc0df48eeabe	1	0.328477
b238f4cbf8afaa858d46ebaab89a8d3b	1	0.6507350000000001
b2407ad4cf16afa8ce10eb5fce669f4c	1	0.6155079999999999
b27588b1e5e6b40a4bfbfeeb4e0092a2	1	0.424387
b295a0586e0acae2140a9ed904bdccad	1	0.21796999999999997
b2a35d3ba80a0c29715f1b085dba6971	1	0.453819
b2c6b0431b46be639712f85e8d884f20	1	0.359338
b2f3eb4e86e295b6737255161c09fec0	1	0.6207189999999999
b302112b47908a8ae46671ccbc9bf27f	1	0.33550599999999997
b30942209a6c885a322c60b7c077fbbc	1	0.098534
b366d66ee2b98fc31f0144db0d139f64	1	0.208527
b36b7d03a2a3b38be6906e5ae0961b12	1	0.277462
b37f3b888f1361384668f88ac2a08cf6	1	0.021959
b3fa69f36db55f7ab10af40b3d7ce980	1	0.067176
b432387a5f999a96262e8bd8880271dd	1	0.160427
b4d14d6a143117a6989e10aea766286e	1	0.348801
b4ea64d0e92614b85b0cc5a75819ea63	1	0.7468670000000001
b5212b1bfe6fa584d72323dc62ffd050	1	0.706697
b596fb16b5c659b1bc4fc40001a85486	2	0.010719
b6ad731c0df4c08f5da2d81aee5c1463	1	0.31749499999999997
b6d9926d8400703130d02f023d8ddbef	1	0.137664
b73fe27a02f7b1822ce7abbf4e9664c2	1	0.314302
b74f5c342385ccc0d33751f92666f415	1	0.29298
b75a4534773e504b1eaaa291f3626416	1	0.506803
b77cb1ea7a01a1b207db7c505cf6888a	1	0.523992
b7d13fb43cf1e0c0836d2101ae3d58f6	1	0.192338
b8095b4ba1c2ded47680e4474971a433	1	0.249477
b80ddea262b6141fe7cea9e638ad4df0	2	0.22107399999999996
b883841defeb6cac05cfe25ae8968088	1	0.518954
b9d9f71177c2803c1003149b55e2c421	1	0.207063
b9ef3a2088d3614dd5f61e3f379b991e	1	0.7407060000000001
ba36d311ff7eb649b821bf4a5ebe2801	1	0.667806
ba66e8f5505e97ef6a458211c5c26bc3	1	0.066393
ba67f1a0ec14bfce4e3b1fed9c532374	3	0.099473
ba7e77178cfe6c3459431a7b0a60fdeb	1	0.29298
bb38fcfdc21569c9ea7e4ea2ef4f46ce	1	0.050998
bb58b3b62010c3717b856ab277e5c60f	1	0.135345
bbb0b6504814c5fefcadf5a1fc71e2a3	1	0.17913099999999998
bc0cf1308966874a6f706a767f5ef3a7	1	0.587997
bc56a7361c9a3b49f1f1c51874321e12	1	0.051585
bc62bbf6ba57801e51c31667f0ae5b2f	1	0.732611
bc723426965e225d7ab3ab8f537573c8	1	0.533664
bc914fd3e946baeb09cc1cb9448b81d6	1	0.034089
bd7e0ad74eda8fa1477cf524f4f19e6f	1	0.035833
bd84482c7bd7d38dc6e93b52ea3afd65	2	0.22482800000000003
bdd61a72e7aab516f0b4d6417e0ad0a9	1	0.293941
be2b7c102b020c2c533e27694629b5bb	1	0.042748
bed24075b0ee2570e21b8d837d62a677	1	0.29298
bf250195dbccbb17ca4f7d8f9a9c8538	1	0.517701
bf7f0e10c5f2e220d435d3419595bfb3	2	0.445288
bfa8dd1e5cfe2ac6358dc8091cf90dcc	1	0.08026699999999999
c0066a3aa61ceef10b78201d074241b2	1	0.748923
c018ca2fa032e8fa704c604d6d5ac41a	1	0.07203999999999999
c03a29b5fa38971355a377cc6ee0989a	1	0.763161
c1ffed8b49110efa199ae020997f1e77	1	0.737338
c22b16cc6108c04f29fea3b6d4c81571	1	0.13781600000000002
c24754975eb4515920cb02e28acd141e	3	0.152187
c24dd4fea293e3c349a5c180036d8e4b	1	0.363967
c3c32c0479bf4d183832a2e3cf235481	1	0.031725
c3f1abd3ef5491e3a5ef3d1954c14862	2	0.161274
c40b3015450d858d5b062f9d7d5949d5	1	0.14064200000000002
c42eef5a0e994edb4a0526dc6587583f	2	0.192297
c4eba8969d836f5a8214c4611032d85f	1	0.685331
c584ac3a9c42917ab7181735e8f02301	1	0.699078
c5f1d88c1958eb9e94f80c8fe5c4104d	1	0.078598
c63c452f2298b22c119f09d8effe52de	1	0.189447
c6c3ab4e828fb40d6e05967b7aac9338	1	0.00015
c6d2140bcbe9ae9500cbce61c23b7611	1	0.30875199999999997
c6de57207b528902fc5d811da3cf8173	2	0.270914
c738c8b557f58171343c816dacbfb12d	1	0.140941
c7620f954237dc3d2d7e9e3557d1066b	1	0.010787
c8b3c77f0a2a03fbe26554fd9ea6583c	2	0.22107399999999996
c8e977cd9e970c4601e61df2278b6152	1	0.370529
c9381149d4069b3e5ad672ae0be3cbc5	10	7.205724000000001
c941d009859358c8bf3fd74a70e9b813	2	0.260234
c9ee01b0325d88ecc58a55c25bda2cff	1	0.073527
ca306af25784a3e31f05a49625ac1ffe	1	0.338533
ca9c66d47347c03d0343d6fe03ed8636	1	0.040979
cb267734c3674db79f18e594e3a7b789	1	0.194158
cb789dde30ba0c0bf7888ab1fc960860	1	0.7885770000000001
cba690842a014de4256fafb32da9a704	4	0.12409500000000001
cc674fb5ccda2793b6d19603135e7c2d	2	0.055423
ccbfc93dd8ba3da639ceea24e024f168	1	0.256267
ccce6e5496db35d66cbbe0e1675c0863	1	0.143023
ccf2003bd12ce2b6697da45698e9a125	10	8.293156
cd1f54d48d014767afa3085b31501ff1	1	0.385085
cd275e968d4af27744fb0b3e6cbcca49	1	0.336411
cd2f76f0ab4fd26ae84f923fb562cce6	1	0.11477799999999999
cd65af8cb6e08e8bed16fdf7377224fd	1	0.483809
ce3bea4fd84fb04267c2b58db834aff6	1	0.00015
ce72168fbf5e3e014ce3bb524e664041	1	0.077735
ce8e4e0a51c2f00d449617a9bbdf9c17	1	0.082451
cef146d6e884ec69c8c0717131f90954	1	0.177668
cfcd66c1310f85d586280b6dbd829635	1	0.00015
d003de462418dec723b144c593997ac0	1	0.407583
d08b457971ed3055e24cae4e6d7f56b4	1	5.478707
d11290f5a8d806b455f66a2c7ca1cad1	1	0.24134699999999998
d114fb4c335125128be28401522dd41a	1	0.027068000000000002
d15bc449222795a9ff230013aa633686	6	0.01212
d1bba5d48eb1f1935e4876b2796660bc	2	0.182313
d1fa113ccea53005095e735109cb05a1	2	0.22107399999999996
d224c991edbf0d840f78f93de02b4145	2	0.059271000000000004
d264a86621cfddb3c6a00e3ec92acf95	1	0.125632
d2b8d5bd40ee92647e377748dc7dab67	10	6.977834
d2c88986250e583ce00ec03bc259eb2f	1	0.126825
d3303382b19b8ac4d8f8864337e9b9c3	1	0.09901
d3381ed3365e985eda8cf88bc4b1a016	1	0.049913
d35ca090393d6ff5346c5d37d94b52ed	1	0.377612
d3c360a60950f757b72289f8e3e16ee0	2	0.366467
d3eb38f0c85852ec1922bf9df7a7d0c9	1	0.555429
d4056c1ed430ae9ef35f852c935b6ce9	1	0.31195
d41b17ddb420260213c875e363a71056	1	0.09690399999999999
d46e2205f0c6ecf67b51f83d111c509c	4	0.011044
d4cfe38cbae639f4f511983d2c1e239a	1	0.087994
d4d730b31a0204698feaad30fc411cbf	1	0.244601
d5056f012d83ac02aa6dc72babdb7c85	10	7.141903
d5257f3b376e9145fcdfde0cc625b08b	3	0.208796
d55e2ebd983f8f0276403c4f1f411559	1	0.069207
d55ec6905770de43f4d8ebd4a72e9cf5	1	0.9032120000000001
d563ccb9d1f05c721ba9e1369f7f6a07	1	0.032664
d5cf2ef1b18a3671e7ebf73d81a6cee1	1	0.033183
d5ee53d469d1021f8b798c1d74011981	1	0.5723739999999999
d5f60e92a46b3b233dec20ed77cd3a4e	1	0.355643
d62ef2e2064ccec2afc18d2cfa71d670	1	0.756887
d64031483f44d4131696766ed95346c5	1	0.44897200000000004
d6700fff1c379c8bff51a973af08d94c	1	0.506182
d6761634c7ce469cb010efcc9e826602	1	0.325019
d6a0eedb544f6da0081753132ce8867c	1	0.293542
d6c8ef8236bbc7fe31bd1153f286cc69	1	0.064349
d6d2a6773b4d8fad58c24c77d02fe371	1	0.500722
d7038dc4b5219b7c7a4da26be35df3dc	3	0.173399
d757291c07e8cafce8d911099afb7add	1	0.23313499999999998
d76c814d426ff7be321518897949d1fb	1	0.162572
d7c175c5b206160e3c14ffd3ae2019d7	1	0.030989999999999997
d83f29f1a140139899bdff5b62c9ba9b	1	0.446833
d885778ffd497eb152ae457948587e78	1	0.531425
d889ef51e40e9f3554f2826d6d8127d0	1	0.313973
d8a07c206b38bb0ef4dba748dfd89f8e	1	0.724626
d8b470f8b1584a224f296227fb2ed099	1	0.43892700000000007
d8c856398de3bc24aaca18b0c3aa0b77	2	0.6614479999999999
d8e5e0a3ddfd422e89a137ea5aaf7f14	2	0.22376999999999997
da00a92dd8838ccfe29c0b4136c9e99d	1	0.8908360000000001
da2c33ec77aeb15e51d1a1e7cf0d5228	1	0.696603
da7fe2a538eab739ce0a64113f3950e1	6	0.6160180000000001
da8f8a2fd8facd443c9250aa07f7317d	1	1.296742
daac9027fdcefc0f5aeb1a1cc505ffeb	1	0.890122
dab71e208f56529ac3387fa2f2bd11c6	1	0.337918
dac6772b2499638df2c3c1466ad097dd	1	0.250206
dacbd44438a27fb97c3bed00d4ca15b4	1	0.17802
db106fd17937f41b1ff14e445593316e	1	0.139194
db616182470478283240190ef7bcd881	2	0.128743
dba53424e92d8150b0a59c02c1bd24ef	1	0.066238
dba7c3dc526ce6ef74fe1fcc2b9b68b8	1	0.26458400000000004
dbce5a0178be750239ace476cb902e21	1	0.518744
dbea7738c1fbd65f027c60498ebe3a57	2	0.615572
dbf752e81d38778d78963d6398d050b8	1	0.5182329999999999
dc3eae82126c5087dbe2dc2d900b84f0	1	0.9840760000000001
dc49795e33e96c2d34dbf21d093912d3	1	0.9229639999999999
dc54ee6fbd5a92c0d06164d9412603ed	1	0.045845
dc5c73dcc83c48c73114693c22ec06d1	1	0.407857
dc976a8dbb1d5857048bdd1c430557c0	1	0.293561
dd3feb8bca4f233f9df1a182c90ff495	1	0.009202
dd5b5c8969cca66d547431eea5d80c24	2	0.494909
de827ff2880c67dc7b87a50ede6d14c8	1	0.11362799999999999
debae9868186317531f01e3058e45f4c	1	0.340373
debba2283eaff84a7da6f43c9edf3c65	1	0.42228999999999994
df0e3d38eec730326754d8c17a8b8efe	1	0.044821
df759a6d02f86cbfbee1086eb4af0555	1	0.580364
dfa4fdd6e8a64663885a2d0ac5f9b6fe	1	0.165078
dfb585a396964d3301b2c719f98ca584	1	0.02172
e04bb62d7b5e9e31b861a5b56b7ed681	1	0.798016
e0e832a87f15ee7dbebbd1546dca9161	4	0.05942000000000001
e1279beaa94a4603f4acf96f5177e1fa	1	0.329516
e147b59672d5b3fd45f1892b61ca78e3	1	0.177229
e18e654239597832f5933176ac7a4d55	1	0.946308
e1c0e69b9f2d7db1ca7d688fb58d7cbc	2	0.066372
e22a7e0700d738e174989a4372fc56fa	1	0.20766199999999999
e23927b877fc10aa0f95e0383c0b69b3	1	0.6405069999999999
e256aecf1393e0f37cfb96c1d1b54a65	1	0.393865
e2c3de7db50582cdafccb3b166b68b4a	1	0.03165
e31932ecd6171345f7b0c11d4a39bd2f	1	0.384287
e34375d8a1e4734b73764399f56c5ed2	2	0.630633
e362fef289b864678ed11f297a847e94	1	0.024189
e38f203ff6a5b6cc429054b6c57a4c44	1	0.033518
e3ce1ca7723a1c808f279e645309206b	1	0.01198
e3e80b2b5606abe3a7996d2a8e9e4739	1	0.7114229999999999
e4363282f74db34c2c8a2fe2549619da	10	7.0064020000000005
e471128c17ef45ae43aec65af2773f60	1	0.249477
e53c2209d851356bee1c43efabf8220d	1	1.028118
e546a46b482fb9b75e76222a05faf21c	1	0.140785
e5de25c529ccf9edbd4da8169cbd4d4c	1	0.09262000000000001
e651f285b62863a415fe23d36a11742c	10	58.097984
e6a93d10a9417d91c7c93451f7749f33	1	0.38396199999999997
e72d8cdaa7a426f2dce5fa9b110f54eb	1	0.194168
e746867dd0cba085c6515dbd0d68f069	1	0.039932
e7b6a1cb7de7ab2f60111b1499005732	2	0.183636
e84b6c16695c475e98f771fa7ef4b972	2	0.42862
e85cf72bab69b1bcfcf5f2ebafa5e654	1	0.40813
e884b02a27f5f0efec71cf7edba40f85	1	0.051243
e8a0f0a7408350bfc7f1af73c4715abd	2	0.22107399999999996
e8f354149eef03830d19d03b83e93405	1	0.502081
e9dc7548f0a1b5727ea62da47ef3c6c1	2	0.897
e9fd78a987f94a0487536e73cd993534	1	0.21040799999999998
ea0055a9d206784f30e487a1bd8ef1aa	4	0.27769499999999997
ea1a74e9a3c07050f200eaaa19028192	1	0.114426
ea4ffb93b25f4719ae273ed8239279f9	1	0.277462
ea6d56dc7e34d27efbaa2f6bad11ae74	1	0.49671400000000004
ea97f4b6af8da97f1546410c5e143f3e	1	0.178276
eb1915fc067c68d9726d6c88ac4bf911	1	0.20575500000000002
eb22645cc0603aa6a366908fb9c6ed15	1	0.129407
eb4282d185aa8fcffabeacee3743dc3c	1	0.010863
ec6d4b14c4946befbc488146f7dd5eb5	2	0.381711
eca1c8813bfac9568305188ff68e7853	1	0.48961499999999997
ed3bd5170bf3127b6dc907f90c77c5d3	1	0.02449
ed5b75832373a9d191089c12715f6eba	1	0.19964
ed8d8537afe5536b867fb72f5d76153f	1	0.393104
edec132b37b15f74ce27df5d64422b3e	1	0.049088
ee73766677b2e5d6fd85ad68bbe3b2da	1	0.44149499999999997
eec0aaed4fd4ad45bc2a6e611d30047b	1	0.144233
efaa88b90ddb5d53822a042bf6fa7186	1	0.344832
f02146c7c85362221fe5934905bfb05b	1	0.089937
f090ceaa3971868067a7882691dd442b	1	0.491881
f098abcb6967b21272dccb11bab62149	10	6.5624139999999995
f0ac2827f562d432649c749d0f0e1b23	1	0.393104
f0d75fc90fb4d74164e50eeb380b4b88	1	0.037194
f14486d351725b3dd52bbd5a74f576b0	1	0.47608500000000004
f256332a25bc571ea2989fe092d4a8cc	1	0.19613599999999998
f2b97590741a9cc844c9c83c4e07caec	1	0.082024
f32e4c416e4c9d972609439d6d386bb0	2	1.210293
f3ecf69f8fd7ffebdc27b7707eebfe8f	1	0.143003
f3f4ad14106007d32280fb6baf831b4c	1	0.144401
f41382f3c1fcde90f84322b14c8a616f	1	1.030229
f505befbe1ca7e2f81e475fa9e2fcc98	1	0.158595
f553a64014377f9e19227224d69ae4a1	1	0.158861
f559afde83e5e34f9512c2c2ea07cbb1	2	0.305558
f5de56d543b792f7635750edc0f07da1	2	0.218856
f61d6286fcd17de28f4364016e41906a	1	0.328022
f6202da436951b2b080e52dda5b9f715	1	0.046539
f6b44349d8f76a32484850d54c9d8ac6	1	0.031247000000000004
f6c5a8bb93b9f2541ec753403b02a6bd	1	0.626613
f76045d0ed6bb4229a12e9d48562fbcd	1	0.390946
f81e6aa118f74f65a87c07943c79fbc9	1	0.819852
f834ac1834e423cd1b84affc069933d0	8	0.011902
f84a5455a4f6fb3979f21796cdff4da4	1	0.020252000000000003
f891a2c94c9d0a7d53a808b093044e8b	1	0.556543
f8f9a0fd86fb555ec571c5534e8fff3c	2	0.204335
f973ce344f6e44328824b482e07d6066	1	0.5190060000000001
f9a85dbbb4029756651e2c95ea3a331b	2	0.00015
f9ee5ec3b54a844d4e1ad558a131a263	1	0.32538
fa8c205209aa8d106fd3bef745ac4e22	1	0.293941
fa8e65710fead3d07feef61cdcbd1363	1	0.07467599999999999
fa929461ac7240113c96cb728747037b	1	0.405769
fa9fd63959559494f932fc47f819507c	1	0.057708
fab7fffcb07c2ad88af95ab63b9e0163	1	0.14711300000000002
fae00bdf6d5bd2c5a625937ff9ea3314	1	0.447042
faf1029d37956293b35d5c395a5297c1	2	0.00015
fb36633e178f46453243c85316477a83	1	0.19201400000000002
fb3e9d336b529f96b864ad8e57d5caca	1	0.633854
fb6561c0a4a4f9cd5b5b18bea4675fc3	1	0.188334
fbba6b9f2e2f9ee66ff5b9d11d939660	1	0.221811
fc344907249381c3bb81e4dee8ad8b51	1	0.49148000000000003
fcc915d24e50fdfbaca160ede2b4bd63	2	0.458595
fce870aed036df9687dcbf49c336bc54	1	0.315605
fd0d4575e0afd64b0f3438bac1507529	1	0.22086799999999998
fd2821312a38d19b8966534d3b2f2ee9	1	0.730429
fd2eadedd5f717b92333d858a1acb33b	1	0.041031
fd496fd32dc8c08ade2e8b6c9d8ee13d	1	0.058921
fd5a68974e6bbf45c91bc7d93ae51f07	1	0.340596
fe54a778d1cb0bac55a9ef509e642163	1	0.595608
fe64fd454cfe3d23e3b27ecaff48568a	1	0.220124
fe9a49ae1054152be54c46a2b90b0d20	1	0.108492
fed336d0df99d2ee983770de445640a7	1	0.497381
ff42514fa0c2770561f7e36391f72839	1	1.0922530000000001
ff42ce8d2fe0380cdad2bb881dd952ff	1	0.653652
ffb2c45abb679b8d34adb2a63845d7a2	1	0.15473
